id,title,theme_id
356,"Какая структура мозга регулирует вегетативные функции: дыхание, сердцебиение, давление?",30
357,"В индуистской мифологии - бог-разрушитель, один из тримурти, изображаемый с трезубцем?",21
358,"Какой экономист разработал теорию человеческого капитала?",22
359,"Какой язык является официальным в Эфиопии и имеет уникальную слоговую письменность?",23
360,"Какой антрополог разработал концепцию 'биологической смерти' как социального феномена?",24
361,"Какой алгоритм шифрования был разработан в России и стандартизирован как ГОСТ 28147-89?",25
362,"Кто автор фантастического романа 'Нейромант', основавшего киберпанк-движение?",26
363,"Какой метод позволяет определить давность смерти по стадии развития личинок мух?",27
364,"Какой дипломатический протокол регулирует вопросы морского права?",28
365,"Какое генетическое заболевание связано с делецией в 5-й хромосоме и вызывает 'кошачий крик'?",29
366,"Какая область мозга наиболее уязвима при болезни Альцгеймера?",30
367,"В древнегреческой мифологии - бог лекарства и врачевания, сын Аполлона?",21
368,"Какой экономический показатель измеряет изменение цены одной валюты относительно другой?",22
369,"Какой язык имеет самую древнюю алфавитную письменность, дошедшую до наших дней?",23
370,"Какой антрополог изучал ритуалы перехода у народов Сибири и Центральной Азии?",24
371,"Какой метод криптоанализа использует анализ энергопотребления устройства во время шифрования?",25
372,"Кто автор научно-фантастического цикла 'Планета обезьян'?",26
373,"Какой метод позволяет идентифицировать человека по отпечаткам губ?",27
374,"Какой дипломатический термин означает право государства на разработку ресурсов на своем шельфе?",28
375,"Какое генетическое заболевание характеризуется неспособностью расщеплять галактозу?",29
376,"Какая структура мозга названа в честь немецкого анатома, открывшего её в 1900 году?",30
377,"В месопотамской мифологии - бог-покровитель города Вавилона, верховное божество пантеона?",21
378,"Какой экономист разработал теорию длинных циклов экономической конъюнктуры?",22
379,"Какой язык является тональным и имеет 4 тона в северном диалекте?",23
380,"Какой антрополог разработал концепцию 'структуры чувств' для анализа культуры?",24
381,"Какой алгоритм использует решето числового поля для факторизации больших чисел?",25
382,"Кто автор фантастического романа 'Ложная слепота' о первой встрече с инопланетным разумом?",26
383,"Какой метод позволяет определить подлинность древней керамики по термолюминесценции?",27
384,"Какой дипломатический термин означает экстерриториальность дипломатических помещений?",28
385,"Какое генетическое заболевание связано с мутацией в гене хантингтина?",29
386,"Какая область мозга отвечает за обработку болевых сигналов?",30
387,"В японской мифологии - бог грома и молний, изображаемый с барабаном?",21
388,"Какой экономический парадокс описывает ситуацию, когда индивидуально рациональные действия приводят к коллективно нерациональному результату?",22
389,"Какой язык имеет самую сложную систему родов - 18 грамматических классов?",23
390,"Какой антрополог разработал теорию 'потлача' как форму экономического обмена?",24
391,"Какой метод криптографии использует свойства сингулярных точек эллиптических кривых?",25
392,"Кто автор научно-фантастического романа 'Конец детства' о появлении сверхлюдей?",26
393,"Какой метод позволяет идентифицировать человека по анализу походки?",27
394,"Какой дипломатический документ содержит условия мирного договора?",28
395,"Какое генетическое заболевание характеризуется нарушением репарации ДНК и повышенной чувствительностью к UV?",29
396,"Какая структура мозга регулирует гормональный баланс через гипофиз?",30
397,"В славянской мифологии - бог солнца и неба, глава пантеона?",21
398,"Какой экономист разработал теорию асимметричной информации и рынков 'лимонов'?",22
399,"Какой язык является официальным в Намибии и имеет щелкающие звуки?",23
400,"Какой антрополог изучал ритуалы шаманизма у народов Чукотки?",24
401,"Какой алгоритм был первым сертифицированным российским стандартом электронной подписи?",25
402,"Кто автор научно-фантастического цикла 'Гиперион'?",26
403,"Какой метод позволяет определить подлинность монет по металлографическому анализу?",27
404,"Какой дипломатический термин означает право государства на суверенитет над воздушным пространством?",25
405,"Какое генетическое заболевание связано с мутацией в гене фибриллина-1?",29
406,"Какой фрукт называют 'королём тропиков'?",15
407,"Сколько игроков в футбольной команде выходит на поле?",13
408,"Какое животное является символом России?",5
409,"Какой напиток традиционно пьют в Англии в 5 часов дня?",15
410,"Какой город является столицей Франции?",11
411,"Кто написал картину 'Мона Лиза'?",12
412,"Какой металл называют 'крылатым'?",10
413,"Какой месяц года самый короткий?",8
414,"Какая планета известна как 'Красная планета'?",19
415,"Кто автор сказки 'Конёк-Горбунок'?",9
416,"Какой фрукт бывает красным, жёлтым и зелёным?",15
417,"Какой вид спорта называют 'королевой спорта'?",13
418,"Какое животное даёт название конфетам 'Птичье молоко'?",5
419,"Какой суп считается традиционным русским блюдом?",15
420,"Какой океан самый большой на Земле?",11
421,"Кто написал роман 'Преступление и наказание'?",9
422,"Какой газ нужен человеку для дыхания?",10
423,"Сколько дней в високосном году?",8
424,"Какой спутник вращается вокруг Земли?",19
425,"Какой фрукт имеет мохнатую кожуру и зелёную мякоть?",15
426,"В какой стране появились Олимпийские игры?",13
427,"Какое животное самое высокое на Земле?",5
428,"Какой овощ используют для приготовления борща?",15
429,"Какая река протекает через Лондон?",11
430,"Кто автор повести 'Капитанская дочка'?",9
431,"Какой металл используют для изготовления фольги?",10
432,"Кто был первым космонавтом?",8
433,"Какая планета самая большая в Солнечной системе?",19
434,"Какой фрукт сушат чтобы получить чернослив?",15
435,"Какой вид спорта включает упражнения на брусьях и кольцах?",13
436,"Какое животное изображено на эмблеме 'Мерседес-Бенц'?",5
437,"Какой напиток делают из винограда?",15
438,"Какая страна имеет форму сапога?",11
439,"Кто написал поэму 'Руслан и Людмила'?",9
440,"Какой элемент обозначается символом O?",10
441,"В каком году закончилась Вторая мировая война?",8
442,"Какая звезда находится ближе всего к Земле?",19
443,"Какой фрукт называют 'райским яблоком'?",15
444,"Какой мяч используется в баскетболе?",13
445,"Какое животное является символом мудрости?",5
446,"Какой хлебный продукт имеет форму кольца?",15
447,"Какая гора является самой высокой в мире?",11
448,"Кто автор комедии 'Ревизор'?",9
449,"Какой газ используют для надувания воздушных шариков?",10
450,"Кто был первым президентом России?",8
451,"Какая планета известна своими кольцами?",19
452,"Какой овощ заставляет плакать при резке?",15
453,"В какой игре используют клюшки и шайбу?",13
454,"Какое животное самое быстрое на суше?",5
455,"Какой молочный продукт делают из сквашенного молока?",15
456,"Какой город называют 'Северной Венецией'?",11
457,"Кто написал рассказ 'Муму'?",9
458,"Какой металл жидкий при комнатной температуре?",10
459,"Какой русский царь прорубил 'окно в Европу'?",8
460,"Какая планета самая горячая в Солнечной системе?",19
461,"Какой фрукт является символом Нью-Йорка?",15
462,"В какой игре используется сетка и мяч с перьями?",13
463,"Какое животное спит зимой в берлоге?",5
464,"Какой продукт пчёлы делают из нектара?",15
465,"Какая пустыня самая большая в мире?",11
466,"Кто автор романа 'Война и мир'?",9
467,"Какой элемент необходим для горения?",10
468,"Кто commanded русской армией в Отечественной войне 1812 года?",8
469,"Какая планета имеет наибольшее количество спутников?",19
470,"Какой овощ бывает белым, красным и цветным?",15
471,"Какой вид спорта включает бег, прыжки и метания?",13
472,"Какое животное даёт нам свинину?",5
473,"Какой напиток делают из ячменя и хмеля?",15
474,"Какая страна является родиной футбола?",13
475,"Кто автор сказки 'Аленький цветочек'?",9
476,"Какой металл используют в термометрах?",10
477,"Кто painted 'Бурлаков на Волге'?",12
478,"В каком году человек впервые полетел в космос?",8
479,"Какая планета известна как 'Утренняя звезда'?",19
480,"Какой фрукт имеет косточку и бархатную кожуру?",15
481,"В какой игре используется ракетка и жёлтый мячик?",13
482,"Какое животное является символом Австралии?",5
483,"Какой продукт делают из молока и часто едят на завтрак?",15
484,"Какая река самая длинная в Европе?",11
485,"Кто wrote 'Сказку о рыбаке и рыбке'?",9
486,"Какой газ делает голос писклявым?",10
487,"Кто был первым человеком, ступившим на Луну?",8
488,"Какая планета наименьшая в Солнечной системе?",19
489,"Какой овощ используют для приготовления хинкали?",15
490,"Какой вид спорта включает элементы акробатики и хореографии?",13
491,"Какое животное самое большое на Земле?",5
492,"Какой напиток делают из какао-бобов?",15
493,"Какая страна имеет самую большую площадь?",11
494,"Кто автор пьесы 'Гроза'?",9
495,"Какой элемент является главным в алмазе?",10
496,"Кто commanded советскими войсками во время Сталинградской битвы?",8
497,"Какая планета синего цвета из-за метана?",19
498,"Какой фрукт растёт гроздьями?",15
499,"В какой игре используют биту и мяч?",13
500,"Какое животное является символом США?",5
501,"Какой молочный продукт используют для приготовления сырников?",15
502,"Какой город является столицей Японии?",11
503,"Кто автор романа 'Отцы и дети'?",9
504,"Какой металл называют 'красным'?",10
505,"В каком году распался СССР?",8
506,"Какая планета вращается 'лёжа на боку'?",19
507,"Какой овощ называют 'вторым хлебом'?",15
508,"Какой вид спорта включает плавание разными стилями?",13
509,"Какое животное даёт нам баранину?",5
510,"Какой напиток делают из чайных листьев?",15
511,"Какая страна является родина олимпийских игр?",13
512,"Кто автор поэмы 'Кому на Руси жить хорошо'?",9
513,"Какой газ используют для сварочных работ?",10
514,"Кто был последним российским императором?",8
515,"Какая планета ближе всего к Солнцу?",19
516,"Какой фрукт является разновидностью персика с гладкой кожей?",15
517,"В какой игре используют ворота и шайбу?",13
518,"Какое животное является символом Китая?",5
519,"Какой продукт делают из творога и сметаны?",15
520,"Какой город называют 'Белокаменной'?",11
521,"Кто автор повести 'Шинель'?",9
522,"Какой металл используют для изготовления проводов?",10
523,"Кто commanded русской армией в Куликовской битве?",8
524,"Какая планета имеет самые большие размеры?",19
525,"Какой овощ используют для приготовления пюре?",15
526,"Какой вид спорта включает поднятие тяжестей?",13
527,"Какое животное самое маленькое млекопитающее?",5
528,"Какой напиток делают из кофейных зёрен?",15
529,"Какая страна является родиной пиццы?",15
530,"Кто автор романа 'Обломов'?",9
531,"Какой элемент необходим для образования ржавчины?",10
532,"Кто был первым русским царём?",8
533,"Какая планета известна как 'Голубая планета'?",19
534,"Какой фрукт сушат чтобы получить курагу?",15
535,"В какой игре используют мяч и ракетку с сеткой?",13
536,"Какое животное является символом Мадагаскара?",5
537,"Какой молочный продукт имеет много дырочек?",15
538,"Какой город является столицей Египта?",11
539,"Кто автор комедии 'Недоросль'?",9
540,"Какой газ используют для газировки?",10
541,"В каком году была Куликовская битва?",8
542,"Какая планета имеет кольца из камней и льда?",19
543,"Какой овощ используют для приготовления салата 'Оливье'?",15
544,"Какой вид спорта включает бег с барьерами?",13
545,"Какое животное даёт нам говядину?",5
546,"Какой напиток делают из яблок?",15
547,"Какая страна является родиной гамбургера?",15
548,"Кто автор рассказа 'Хамелеон'?",9
549,"Какой металл используют для изготовления украшений?",10
550,"Кто commanded русской армией в Ледовом побоище?",8
551,"Какая планета известна своими большими красными пятнами?",19
552,"Какой фрукт является цитрусовым?",15
553,"В какой игре используют клюшку и мяч на траве?",13
554,"Какое животное является символом Канады?",5
555,"Какой продукт делают из муки и воды?",15
556,"Какой город является столицей Германии?",11
557,"Кто автор романа 'Герой нашего времени'?",9
558,"Какой элемент используют в атомных электростанциях?",10
559,"Кто был первым президентом США?",8
560,"Какая планета самая дальняя от Солнца?",19
561,"Какой овощ используют для приготовления голубцов?",15
562,"Какой вид спорта включает прыжки в воду?",13
563,"Какое животное самое громкое?",5
564,"Какой напиток делают из риса?",15
565,"Какая страна является родиной суши?",15
566,"Кто автор пьесы 'Чайка'?",9
567,"Какой газ используют для дыхания водолазы?",10
568,"В каком году произошла Октябрьская революция?",8
569,"Какая планета имеет 14 спутников?",19
570,"Какой фрукт имеет жёлтую кожуру и кислый вкус?",15
571,"В какой игре используют перчатки и мяч?",13
572,"Какое животное является символом Индии?",5
573,"Какой молочный продукт используют для приготовления блинов?",15
574,"Какой город является столицей Италии?",11
575,"Кто автор романа 'Тихий Дон'?",9
576,"Какой металл используют для защиты от радиации?",10
577,"Кто commanded советскими войсками при взятии Берлина?",8
578,"Какая планета известна как 'Бриллиантовая планета'?",19
579,"Какой овощ используют для приготовления винегрета?",15
580,"Какой вид спорта включает катание на коньках?",13
581,"Какое животное даёт нам курятину?",5
582,"Какой напиток делают из картофеля?",15
583,"Какая страна является родиной шоколада?",15
584,"Кто автор сказки 'Снежная королева'?",9
585,"Какой элемент используют в лампах накаливания?",10
586,"Кто был первым человеком в космосе?",8
587,"Какая планета вращается против часовой стрелки?",19
588,"Какой фрукт растёт на пальме?",15
589,"В какой игре используют сетку и мяч?",13
590,"Какое животное является символом Африки?",5
591,"Какой продукт делают из соевых бобов?",15
592,"Какой город является столицей Испании?",11
593,"Кто автор романа 'Доктор Живаго'?",9
594,"Какой газ используют для наполнения дирижаблей?",10
595,"В каком году закончилась Великая Отечественная война?",8
596,"Какая планета имеет самый короткий год?",19
597,"Какой овощ используют для приготовления рататуя?",15
598,"Какой вид спорта включает езду на велосипеде?",13
599,"Какое животное самое умное морское млекопитающее?",5
600,"Какой напиток делают из винограда с добавлением спирта?",15
601,"Какая страна является родиной чая?",15
602,"Кто автор повести 'Бедная Лиза'?",9
603,"Какой металл используют для изготовления монет?",10
604,"Кто commanded русским флотом в Чесменском сражении?",8
605,"Какая планета известна своими ледяными кольцами?",19
606,"Какой фрукт называют 'фруктом страсти'?",15
607,"Сколько фигур в шахматах у одного игрока?",13
608,"Какое животное является символом Берлина?",5
609,"Какой напиток делают из молока и мороженого?",15
610,"Какой город является столицей Канады?",11
611,"Кто написал картину 'Подсолнухи'?",12
612,"Какой металл используют для изготовления консервных банок?",10
613,"Какой месяц начинается с буквы 'А' в русском языке?",8
614,"Какая планета известна как 'Вечерняя звезда'?",19
615,"Кто автор сказки 'Спящая красавица'?",9
616,"Какой фрукт бывает зелёным и чёрным?",15
617,"Какой вид спорта включает броски через плечо?",13
618,"Какое животное даёт название 'кошачьему' дереву?",5
619,"Какой суп подают холодным?",15
620,"Какой океан омывает Антарктиду?",11
621,"Кто написал роман 'Три мушкетёра'?",9
622,"Какой газ используют в зажигалках?",10
623,"Сколько часов в сутках?",8
624,"Какой космический объект имеет 'хвост'?",19
625,"Какой фрукт имеет колючую кожуру и сладкую мякоть?",15
626,"В какой стране проводят чемпионат по кёрлингу?",13
627,"Какое животное самое медленное на Земле?",5
628,"Какой овощ используют для приготовления салата 'Греческий'?",15
629,"Какая река протекает через Париж?",11
630,"Кто автор повести 'Дубровский'?",9
631,"Какой металл используют для изготовления автомобильных аккумуляторов?",10
632,"Кто была первой женщиной-космонавтом?",8
633,"Какая планета имеет самые яркие кольца?",19
634,"Какой фрукт сушат чтобы получить изюм?",15
635,"Какой вид спорта включает упражнения на бревне?",13
636,"Какое животное изображено на логотипе Porsche?",5
637,"Какой напиток делают из солода и хмеля?",15
638,"Какая страна имеет форму подковы?",11
639,"Кто написал поэму 'Медный всадник'?",9
640,"Какой элемент обозначается символом H?",10
641,"В каком году произошла Великая французская революция?",8
642,"Какая звезда указывает на север?",19
643,"Какой фрукт называют 'китайским яблоком'?",15
644,"Какой мяч используется в регби?",13
645,"Какое животное является символом Парижа?",5
646,"Какой хлебный продукт имеет форму полумесяца?",15
647,"Какая пустыня находится в Южной Америке?",11
648,"Кто автор комедии 'Горе от ума'?",9
649,"Какой газ используют для тушения пожаров?",10
650,"Кто был первым человеком, совершившим кругосветное путешествие?",8
651,"Какая планета известна своими большими штормами?",19
652,"Какой овощ используют для приготовления салата 'Цезарь'?",15
653,"В какой игре используют клюшку и мяч на льду?",13
654,"Какое животное самое тяжёлое сухопутное?",5
655,"Какой молочный продукт делают из сливок?",15
656,"Какой город называют 'Городом на семи холмах'?",11
657,"Кто написал рассказ 'Человек в футляре'?",9
658,"Какой металл используют для покрытия железа от ржавчины?",10
659,"Какой русский царь освободил крестьян?",8
660,"Какая планета самая ветреная в Солнечной системе?",19
661,"Какой фрукт является символом гостеприимства?",15
662,"В какой игре используется волана?",13
663,"Какое животное впадает в спячку на деревьях?",5
664,"Какой продукт пчёлы используют для постройки сот?",15
665,"Какая страна имеет самую длинную береговую линию?",11
666,"Кто автор романа 'Анна Каренина'?",9
667,"Какой элемент необходим для фотосинтеза?",10
668,"Кто commanded русским флотом в Синопском сражении?",8
669,"Какая планета имеет голубой цвет из-за метана?",19
670,"Какой овощ бывает острым и сладким?",15
671,"Какой вид спорта включает метание копья?",13
672,"Какое животное даёт нам конину?",5
673,"Какой напиток делают из ржи?",15
674,"Какая страна является родиной бокса?",13
675,"Кто автор сказки 'Золушка'?",9
676,"Какой металл используют в ювелирных изделиях?",10
677,"Кто painted 'Девочку с персиками'?",12
678,"В каком году началась Первая мировая война?",8
679,"Какая планета известна как 'Планета-океан'?",19
680,"Какой фрукт имеет ворсистую кожуру и оранжевую мякоть?",15
681,"В какой игре используют ракетку и стол?",13
682,"Какое животное является символом Новой Зеландии?",5
683,"Какой продукт делают из молока и бактерий?",15
684,"Какая река самая широкая в мире?",11
685,"Кто wrote 'Сказку о царе Салтане'?",9
686,"Какой газ используют для охлаждения?",10
687,"Кто был первым премьер-министром России?",8
688,"Какая планета наименее изучена?",19
689,"Какой овощ используют для приготовления лукового супа?",15
690,"Какой вид спорта включает катание на лыжах с трамплина?",13
691,"Какое животное самое громкое сухопутное?",5
692,"Какой напиток делают из агавы?",15
693,"Какая страна является родиной йоги?",13
694,"Кто автор пьесы 'Три сестры'?",9
695,"Какой элемент является главным в стали?",10
696,"Кто commanded советскими войсками в битве за Москву?",8
697,"Какая планета имеет самый длинный день?",19
698,"Какой фрукт растёт на кактусе?",15
699,"В какой игре используют бильярдные шары?",13
700,"Какое животное является символом Швейцарии?",5
701,"Какой молочный продукт используют для приготовления пиццы?",15
702,"Какой город является столицей Бразилии?",11
703,"Кто автор романа 'Идиот'?",9
704,"Какой металл называют 'белым золотом'?",10
705,"В каком году произошла Бородинская битва?",8
706,"Какая планета вращается быстрее всех?",19
707,"Какой овощ называют 'королём огорода'?",15
708,"Какой вид спорта включает плавание под водой?",13
709,"Какое животное даёт нам оленину?",5
710,"Какой напиток делают из чайного гриба?",15
711,"Какая страна является родина карате?",13
712,"Кто автор поэмы 'Василий Тёркин'?",9
713,"Какой газ используют в неоновых вывесках?",10
714,"Кто был последним королём Франции?",8
715,"Какая планета ближе всего к Земле?",19
716,"Какой фрукт является разновидностью мандарина?",15
717,"В какой игре используют клюшку и мяч на песке?",13
718,"Какое животное является символом Египта?",5
719,"Какой продукт делают из молока и желатина?",15
720,"Какой город называют 'Вечным городом'?",11
721,"Кто автор повести 'Олеся'?",9
722,"Какой металл используют для изготовления фюзеляжей самолётов?",10
723,"Кто commanded русской армией в Полтавской битве?",8
724,"Какая планета имеет самые большие вулканы?",19
725,"Какой овощ используют для приготовления морковного торта?",15
726,"Какой вид спорта включает стрельбу из лука?",13
727,"Какое животное самое маленькое парнокопытное?",5
728,"Какой напиток делают из ячменя?",15
729,"Какая страна является родиной пасты?",15
730,"Кто автор романа 'Братья Карамазовы'?",9
731,"Какой элемент необходим для производства стекла?",10
732,"Кто был первым императором России?",8
733,"Какая планета известна как 'Уран'?",19
734,"Какой фрукт сушат чтобы получить инжир?",15
735,"В какой игре используют мяч и корзину?",13
736,"Какое животное является символом Арктики?",5
737,"Какой молочный продукт имеет слоёную структуру?",15
738,"Какой город является столицей Австралии?",11
739,"Кто автор комедии 'Женитьба'?",9
740,"Какой газ используют для производства удобрений?",10
741,"В каком году была основана Москва?",8
742,"Какая планета имеет кольца из пыли?",19
743,"Какой овощ используют для приготовления ткемали?",15
744,"Какой вид спорта включает бег по пересечённой местности?",13
745,"Какое животное даёт нам телятину?",5
746,"Какой напиток делают из груш?",15
747,"Какая страна является родиной сосиски?",15
748,"Кто автор рассказа 'Ионыч'?",9
749,"Какой металл используют для изготовления зеркал?",10
750,"Кто commanded русской армией в Бородинском сражении?",8
751,"Какая планета известна своими ледяными гейзерами?",19
752,"Какой фрукт является цитрусовым зелёного цвета?",15
753,"В какой игре используют клюшку и мяч на газоне?",13
754,"Какое животное является символом Аргентины?",5
755,"Какой продукт делают из пшеницы?",15
756,"Какой город является столицей Турции?",11
757,"Кто автор романа 'Белая гвардия'?",9
758,"Какой элемент используют в батарейках?",10
759,"Кто был первым королём Англии?",8
760,"Какая планета самая тёмная в Солнечной системе?",19
761,"Какой овощ используют для приготовления долмы?",15
762,"Какой вид спорта включает катание на сноуборде?",13
763,"Какое животное самое высокое парнокопытное?",5
764,"Какой напиток делают из кукурузы?",15
765,"Какая страна является родиной роллов?",15
766,"Кто автор пьесы 'Дядя Ваня'?",9
767,"Какой газ используют для наполнения воздушных шаров?",10
768,"В каком году произошла Курская битва?",8
769,"Какая планета имеет 27 спутников?",19
770,"Какой фрукт имеет жёлтую кожуру и растёт гроздьями?",15
771,"В какой игре используют перчатки и мяч для ударов?",13
772,"Какое животное является символом Таиланда?",5
773,"Какой молочный продукт используют для приготовления чизкейка?",15
774,"Какой город является столицей Китая?",11
775,"Кто автор романа 'Петербург'?",9
776,"Какой металл используют для изготовления нержавеющей стали?",10
777,"Кто commanded советскими войсками в Сталинградской битве?",8
778,"Какая планета известна как 'Ледяной гигант'?",19
779,"Какой овощ используют для приготовления баклажанной икры?",15
780,"Какой вид спорта включает катание на роликах?",13
781,"Какое животное даёт нам крольчатину?",5
782,"Какой напиток делают из риса и солода?",15
783,"Какая страна является родиной гуляша?",15
784,"Кто автор сказки 'Красная шапочка'?",9
785,"Какой элемент используют в люминесцентных лампах?",10
786,"Кто был первым хоккеистом, забившим 50 голов за сезон?",8
787,"Какая планета вращается почти лежа?",19
788,"Какой фрукт растёт на дереве и имеет твёрдую косточку?",15
789,"В какой игре используют сетку и мяч с перьями?",13
791,"Какой продукт делают из соевых бобов и воды?",15
792,"Какой город является столицей Индии?",11
793,"Кто автор романа 'Лолита'?",9
794,"Какой газ используют для создания инертной атмосферы?",10
795,"В каком году закончилась Холодная война?",8
796,"Какая планета имеет самый короткий период обращения?",19
797,"Какой овощ используют для приготовления капустняка?",15
798,"Какой вид спорта включает езду на мотоцикле?",13
799,"Какое животное самое умное после человека?",5
800,"Какой напиток делают из ягод можжевельника?",15
801,"Какая страна является родиной устриц?",15
802,"Кто автор повести 'Пиковая дама'?",9
803,"Какой металл используют для изготовления электрических проводов?",10
804,"Кто commanded русским флотом в Гангутском сражении?",8
805,"Какая планета известна своими алмазными дождями?",19
806,"Какой фрукт называют 'королём фруктов' из-за сильного запаха?",15
807,"Сколько игроков в бейсбольной команде выходит на поле?",13
808,"Какое животное является символом скорости?",5
809,"Какой напиток делают из кобыльего молока?",15
810,"Какой город является столицей Аргентины?",11
811,"Кто написал картину 'Танец'?",12
812,"Какой металл используют для изготовления термометров?",10
813,"Какой месяц заканчивается високосный год?",8
814,"Какая планета известна как 'Холодная звезда'?",19
815,"Кто автор сказки 'Гадкий утёнок'?",9
816,"Какой фрукт бывает розовым и зелёным?",15
817,"Какой вид спорта включает захваты и удержания?",13
818,"Какое животное даёт название 'собачьему' холодку?",5
819,"Какой суп традиционно едят в Японии?",15
820,"Какой океан самый маленький?",11
821,"Кто написал роман 'Граф Монте-Кристо'?",9
823,"Сколько минут в одном часе?",8
824,"Какой космический объект 'падает' на Землю?",19
825,"Какой фрукт имеет жёсткую кожуру и сочную мякоть?",15
826,"В какой стране проводят Уимблдонский турнир?",13
827,"Какое животное самое прыгучее?",5
828,"Какой овощ используют для приготовления хумуса?",15
829,"Какая река протекает через Вену?",11
830,"Кто автор повести 'Кавказский пленник'?",9
832,"Кто был первым американским астронавтом?",8
833,"Какая планета имеет самый большой перепад температур?",19
834,"Какой фрукт сушат чтобы получить урюк?",15
835,"Какой вид спорта включает упражнения на кольцах?",13
836,"Какое животное изображено на логотипе Ferrari?",5
837,"Какой напиток делают из кактуса?",15
839,"Кто написал поэму 'Бородино'?",9
840,"Какой элемент обозначается символом N?",10